placeId,reviewNumber,rating,text,title,userContributions,userLocation,publishedDate,stayDate
379003,28,4,"Went to this middle eastern restaurant that my daughter had recommended. We had just come into town after a long flight and wanted to have a light dinner. We ordered a humus, gambari and their combo kebab. I'm not fond of humus but their's was different and met my taste. The gambari which is a spicy mixed grill of prawns, tomatoes, eggplants and other vegetables was really enjoyable. The combo kebab is composed of chicken and kufta and your choice of lamb or beef with seasonal vegetables. We opted for the beef that the  restaurant recommended. All the meat were tender and juicy. The restaurant was quite full, so it must be quite a popular restaurant. Would certainly visit again if in the area.","I enjoyed their Gambari in particular.",397,"Funabashi, Japan",08feb2019,31jan2019
379003,29,4,"Love the food. The serves was polite abd quite good abd food was very tasty  this place is amazing to try actual dishes from the Middle East ","Dinner with friends ",2,"Sunnyvale, California",07feb2019,31dec2018
379003,30,2,"Struggled my way through a purple coloured pulled chicken salad which was pretty tasteless. I did not enjoy the restaurant at all although I have to say it is very popular. Lots of people in for lunch so it can't be that bad. Just my taste","Not my Taste at all",819,"St Andrews, United Kingdom",05feb2019,31jan2019
379003,31,4,"This is one of my favorite local restaurants, with great Mediterranean/Middle Eastern food, nice decor, and generally very good servers. BUT, because of its popularity, it's often very crowded and thus also quite noisy. Especially in the second small room, next to the bar area, some of the tables are also very close together, so it's a hard place to have a good conversation, especially as the evening progresses. When it's warm out, there's an outdoor dining area (facing Murphy Street, so with some traffic going by), which is more peaceful. Given how many people love the food here (and I highly recommend the chicken beriani dejaj and the several fish dishes), I've been hoping for years that DishDash would expand to better accommodate the crowds. Instead, they've opened a couple of satellite Dish 'n Dash restaurants (where you order at the counter), with a similar menu but more of a casual vibe. Murphy Street in Sunnyvale is really ""restaurant row,"" so there may not be space for DishDash iteself to expand there. So do make a reservation (for lunch or dinner) and try to go on the early side (e.g., 5:30 for dinner) before it gets increasingly crowded and noisy, and you'll have a great meal.","Excellent food but often long wait!",15,"Silicon Valley, California",22jan2019,30nov2018
379003,32,4,"I have been to this place three times over the years.
Love the food. However, the crowds keep me away.
 This is not what I look for in going out experience. Guess, the business is good.","Great food, overcrowded restaurant",3,"",15jan2019,31oct2018
379003,33,4,"My wife, nephew and niece ate at Dishdash on a Saturday evening. They were quite busy but were about to accommodate us within approximately 15 minutes. We were waited upon within 10 minutes. The server was polite and quite efficient. We had brought our own wine and he immediately told us the corkage fee and asked if the amount was OK. The food was excellent, tasty and the serving was enough for the next days lunch. Overall the service, food, and ambience was excellent. I would highly recommend Dishdash.","Family Dinner",14,"Sacramento",15jan2019,31jan2019
379003,34,5,"We came to DishDash on a rainy cold day, they opened at five but allowed us and several others to stand inside until they officially opened. Right at 5pm they seated us and we had the BEST service from Brandon. Wow so caring, genuine and recommended us the combo and the Vegetable dish.   We also had a bottle of the Syrah and it was perfect.  The food was incredible, ambience was perfect but it was Brandon who made our experience perfect.  What a blessing. We come to San Jose a lot and will be back bc of the food. But mainly because we were treated so well. Brandon needs a promotion or raise or both. Thank you. ","Best dinner and service.  Thank you Brandon ",5,"San Diego, California, United States",08jan2019,31jan2019
379007,0,3,"Average food. The rooms were sloppily made with little flavor. With so many great restaurants nearby, I was expecting more. Stick with the basic teriyaki chicken or bento. ","I expected better",155,"Centerville, Utah",24aug2019,31aug2019
379007,1,5,"会社の人たちと行きました。
かなり本格的な日本の寿司でした。
とくにMiso soupがなぜか（笑　美味しかったです。
もちろん、お寿司もVery Good
次回もぜひ行ってみたいです。
が、並ぶことを覚悟しなければなりません。","リアルジャパニーズ",14,"Naka, Japan",23aug2019,31aug2019
379007,2,5,"You might be surprised that you first need to put your name on the list to get a table. Also, the building is not charming. But we go for a dinner for good food and that's exactly what you will find there. Authentic Japanese food with amazing quality...","A must for Sushi lovers",169,"Switzerland",19jul2019,30jun2019
379007,3,5,"If you are are passer by walking through the main street, you would probably miss this.  Been there a few years ago, meeting up with an old friend but my colleague from London/Ireland ate my share too - said this was her best sushi ever.  I brought my new friend there and we had Teppanaki and sushi - so good and fresh.","Authentic off the main road Sushi",65,"Maynooth, Ireland",19may2019,31may2019
379007,4,4,"The atmosphere of the restaurant is very nice. The service is quick and kind. The food is on average, together with the price.","Average food, nice place",62,"",21apr2019,30apr2019
379007,5,3,"The place always has a huge line outside. People get on the list and wait for 40-50 minutes. In addition constant stream of folks to take food to go... I’m not sure why this place is so popular. 
Menu is pretty standard, classical. No modern interpretations, no rolls without rice. 
Good quality sashimi. Beef tongue however was unbearably chewy, not done well. The rest was just ok","Average food ",371,"San Francisco, California",19apr2019,30apr2019
379007,6,4,"Overall great food (lower on the side of value as it's expensive but well the real estate is crazy too)

Loved the tuna and the spicy prawns","Great food. Loved the tuna and spicy prawne",8,"",14apr2019,31dec2018
379007,7,4,"We went here for a family dinner on a Sunday after watching a movie at a nearby theater.
Dinner combinations and sushi are fresh, well presented and have great taste.
Sushi Tomi is located in a quiet area of downtown Mountain View and is a very good choice if you are in the area.
It is a somewhat small and popular restaurant with good service.
In order to avoid waiting, we recommend arriving as the restaurant is opening.","Sunday Dinner with the family",1040,"San Jose, California",31mar2019,31mar2019
379007,8,2,"I lived in Mt View for 10 years (1992-2002) and Sushi Tomi was my go-to restaurant on just about every Friday night.  I loved it.  Then I moved to San Carlos and rarely went back, but I did for dinner this past Friday.  How far the mighty have fallen!

First of all it takes 30-45 minutes to get in, and they don't take reservations.  You sign up and wait for your name to be called.  Not TOO bad if the weather's nice but if it isn't...They were named Mt. View's Top Sushi Restaurant in 2016, 2017 and 2018, which helps to explain the line but If this is the best Mt. View has to offer they are hurting really bad.

We ordered the spider roll (deep-fried soft shell crab) an eel roll and some nigiri.  We also ordered the FRESH wasabi, a miso soup and seaweed salad.  The soup was for my friend, so I didn't taste that, but I did all the rest.  Also, hot sake, which was fine and cheap.

The service was good.  No problems with the waiters/waitresses.

1.  The crab in the roll was insufficiently crisp.  It was a little soggy.
2.  The eel roll was ok, nothing special either way.
3.  The seaweed didn't have the real crunch of FRESH seaweed, it was softer, like it was past its prime.
4.  The ""fresh"" wasabi was the same paste you get anywhere.  I actually had fresh wasabi the previous night at another sushi restaurant (yes, I had sushi 2 nights in a row because it's my favorite food).  It's like finely minced scallions, except it's horseradish.  The stuff I got at Sushi Tomi was paste, which means it's ground up and mixed with water and NOT fresh.

Maybe, in the years I've been gone, they sold to different owners but the quality has taken a distinct downward direction.  I will not be back.","HUGE Disappointment",325,"San Carlos, California",23mar2019,31mar2019
379007,9,5,"We eat here with 2 persons.
When we got in it was nice and busy.
When we had finished there were 15 people waiting outside to get in.
The food was very good.
I had the sushimi menu and the fish was magnificent.
I would have liked to have a bit more tuna, but......
The prices are as you would expect from.a.good sushi restaurant: far from low.
Friendly staff and fast service. ","Very good sushi restaurant ",25,"Mountain View, California",22mar2019,31mar2019
379007,10,5,"This place has high quality, real Japanese food, without the funny stuff American's usually find in the states.  The Sashimi Dinner was fresh, tasty and cut correctly, like I was at a small stand in a Tokyo train station.  Perfect.  Others tried the sushi,chirashi sushi, chicken teriyaki,and unagi don.  All were tasty and done correctly.

This place has a good reputation, and is well worth any wait time to get a table, they are that good!","Real Japanese Food, Prepared Correctly",774,"Chapel Hill, North Carolina",21mar2019,28feb2019
379007,11,5,"Wow!  The quality was really amazing!  You can go medium or high budget...  we went high this time.  Great fresh “catch of the day” items. The omakase was fantastic but the portion was a bit small.  Added two appetizers and an extra order of uni.  Everything was fresh and tasty.  Highly recommend this place.  Went on a Sunday around 5:30... lines already!  Worth the wait though...  15 minutes, not bad.","Fresh fresh fresh!!",32,"Seoul, South Korea",18mar2019,31mar2019
379007,12,4,"Been coming here for years now, fish here are freshest. One of the best in the Bay Area. Not a fancy rolls but fresh fish for sashimi and sushi. Non sushi items are ok. Lots to choose from, there are many things our picky toddler would eat. But come early,always long line at the open. If you miss first seating, you have to waited 45 mins.","Freshest fish ",18,"",16jan2019,31jan2019
379009,0,4,"I was at this place some 30 years ago and believe it or not: nothing has changed. The interior looks a little older and dustier, but the food is still the same. True Italian cuisine at its best. The Lasagne I had was delicious. Prices are very reasonable and the wine offering is adequate. If you want to have a feeling of how it was in Silicon Valley in the 90’s, just step into the villa and you won’t be diappointed.","Nothing has changed",99,"Mountain View, California",28jun2019,30jun2019
379009,1,5,"Our hotel recommended that we try Pezzellas villa Napoli and we are so glad we did! Great menu.. excellent service. Food was delicious! Lasagna was so good! 

Can’t wait to go back.. 

one wish is to get ceiling fans. Need some air flowing though the restaurant. ","Amazing find!!",724,"Bentonville, Arkansas",01jun2019,31may2019
379009,2,4,"Overall, good food and pleasant staff. Not outstanding and they really could have turned the heat on. It was frigid when we first arrived. I am sure the evening atmosphere is much better than when we went in the afternoon.","Very Good",33,"Berkeley, California",12feb2019,28feb2019
379012,0,4,"The food is truly great. Loved their paella and chicken livers. For vegetarians there are plenty of choices. Acceptable wine list. Service tends to be little slow during peak hours but you would not feel it if you are there to enjoy. After nine you can dance to latin music/jazz and Flamenco music and dance away. Noise level is high.  Will certainly go again.","Latin Music and Culinary Delight",58,"San Jose, California",08sep2019,30sep2019
379012,1,5,"Love this place, especially outdoors in good weather where it is quieter than inside.  The mushroom empanadas, eggplant tian, fries, oh heck, EVERYTHING is good - we have never been disappointed here.  ","Very good",60,"Mountain View, California",03sep2019,30jun2019
379012,2,5,"If you are thinking to dial our QuickBooks Support Number while facing some issues, have a look at some of the benefits of choosing our professionals by calling at QuickBooks Support Phone Number which is stated below:","verynice",1,"Mountain View, California",01sep2019,30sep2019
379012,3,4,"We enjoyed dinner at Cascal recently.  We shared tuna tartare, a variety of tapas, and paella.  Everything was good, especially the tuna tartare.","Tapas and Tartare",58,"Bellingham, Washington",24aug2019,31aug2019
379012,4,4,"The outdoor seating looked very inviting but we chose to sit indoor for more privacy and it was very nice too.  Service was attentive and fast.  Street parking is available but could be problematic depending on the time of day.  We came for lunch on Sunday and we found parking about two blocks away.  The tapas here are very good but on the pricey side.  Even the complimentary bread and dipping sauce was very good too.","Great tapas in a pleasant setting",495,"",18aug2019,31aug2019
379012,5,4,"タパス盛り合わせは少量ずつイロイロが叶うので女性同士なら特にオススメ。これとカヴァで充分満足。お店はいつも混み合う人気店ですが、少人数なら予約なしでも少し待てば入れました。回転はやし。","少しずつイロイロが叶う",83,"Chuo, Japan",18aug2019,30jun2019
379012,6,4,"You must visit this restaurant at least once during live music on weekend evenings. The atmosphere is very lively and the food is delicious. I love their shrimp tapas","Tapas!",66,"Mountain View, California",14aug2019,31dec2018
379012,7,2,"I have eaten at Cascal numerous times over the years for both business and personal meals. Most recently, i met a friend for dinner. Its not the best value as it is a little expensive for the amount of food you get, but the food is usually quite good so we decided it would be ok for a treat. A little over halfway through the meal, another patron insisted that they waiter move our table so she could use our 2 top to make a much larger table for her group. We had food and drinks on the table and were not done eating. While the server was clearly stressed and being abused by this other, nasty customer, so we moved graciously. They moved us to a table next to the bathroom and when we declined desert, nothing was done to try and apologize for the move. Our bill was well over $100 and they could not even take $5 or $10 dollars off as a token of appreciation for ruining our dinner experience. I will never go back to Cascal to eat again.","Good food but overpriced and no compensation for a table move mid meal",93,"San Francisco, California",09aug2019,31jul2019
379012,8,5,"Cascal is my favorite place in San Jose.
The outdoor seating and ambiance is very good. We ordered the paella and it was delicious and the small size is actually a big portion. My wife got the scallops and she loved it but it was so pricey, almost $20 for only 2 scallops without any sides. The service is very nice and the server has always a smile on his face.","The Best!!",437,"Bakersfield, California",08aug2019,31aug2019
379012,9,3,"My wife had a great meal here before and she wanted me to try it out. We came here on July 4 and the street was not very crowded as some restaurants were closed for the holiday. We selected We ordered the Seafood Paella Pasta from the lunch menu and tapa Eggplant Tian from the main menu. The fideo cut spaghetti pasta was not soft enough and we thought we prefer rice over this pasta. The eggplant was very tasty but with lots olive oil. It was a good lunch overall.","Very pleasant setting and good Latin cuisine",202,"Burlingame, California",06jul2019,31jul2019
379012,10,4,"Colorful noisy place with tasty spanish brazilian taste. We had a great fish and shrimps soup anf grat paella marinara.","Noisy colorful and vibrant atmospere.",451,"RISHON LEZION ISRAEL",04jul2019,30jun2019
379012,11,5,"My wife and I have loved Cascal (named for being on the corner of Castro & California Streets in downtown MV) for it's tapas for several years, before we ventured off the Tapas menu.  Who knew that Cascal was also a fine dining establishment?  Our go to menu now is starting with the the ahi tuna tartar, served with diced pineapple, guacamole, daikon sprouts and cahews in a fried tortilla shell, and the fesh wild-caught salmon with fresh corn-asparagus, saffron sauce and basil-almond gremolata, along with a great bottle of white wine.  Simply delicious, great service, and lovely ambiance, whether inside or outside on the patio.","Great Tapas & more in Mountain View!",26,"Mountain View, California",02jul2019,30apr2019
379012,12,5,"The food is excellent. The indoor decor and ambience is wonderful. The outdoor patio is large and overlooking the beautifully landscaped Castro Street. This is a good family oriented restaurant. I highly recommend it.","Wonderful Restaurant in Downtown Mountain View",3,"Mountain View, California",02jul2019,31may2019
379012,13,4,"Lovely ambience, wonderful music and great cuisine. Cascals has been a favorite for many years. Located in Mountain View, CA, Cascals has many delicious dishes to sample. Their seafood is delectable. Went with the wife and she had a wonderful time. A live band experience is occasional. The wine list is amazing. Awesome experience overall. Delightful. ","Lovely seafood",11,"Santa Clara, California",01jul2019,31dec2018
379012,14,5,"Great spanish tapas, awesome tasty giant paella.

We had a great team dinner, the red sangria was fantastic, I could not stop drinking it glass after glass.

Desserts were excellent too.

The staff was extremely attentive. We ate a lot, we were really stuffed and everything was delicious. We spent less than $100 each incl lot's of food and drinks. Recommended!","Outstanding and great price",407,"Monza, Italy",23jun2019,30jun2019
379012,15,5,"Eight of us drove to Cascal, a spirited pan-latin cuisine resterant at the corner of Castro and California in Mountain View, California. We had two orders of lamb, Watermelon Salad, Mushrooms Tuna and drinks. Not sure about applying tax on a Mountain View special assessment. We also were served outside.","Great food and Superior Service.",10,"",08jun2019,30jun2019
379012,16,5,"Wonderful community atmosphere, for get togethers, or celebrations. Colorful decors is warm and welcoming as are staff.","Wonderful community atmosphere, for get togethers, or celebrations.",3,"",04jun2019,30apr2019
379012,17,5,"We took two couples to dinner with us, and had an excellent time at Cascal. The food was just fantastic. We had never been there, and the waiter did a great job advising me how many plates to get so we could share. As mentioned by others it is a little noisy, but was not a problem for us. Highly recommend this restaurant!","Lively atmosphere, delicious food for sharing",4,"",02jun2019,31may2019
379012,18,5,"The paella was superb. There were plenty of clearly marked gluten-free choices, for celiacs too.  A really lively atmosphere. Although the place was busy, it was spacious enough not to feel crowded.","Good food in a pleasant venue",327,"London, United Kingdom",31may2019,31may2019
379012,19,4,"I usually go here after an event at the Mt. View Center for the Performing Arts.  Just a block away.  Gets really busy by 5 but going right after a matinee, it's easy to get a nice table by the window.  The Valencia Salad is an interesting melange of flavors and with grilled shrimp makes a nice dinner.  The Wild Mushroom Empanadas have a flaky pastry crust surrounding a creamy mushroom filling.  Nice to split with someone else as the dish is quite rich.  The chocolate cake has an interesting sauce with almonds and a scoop of rich coffee ice cream.  Great to share after dinner.","Delicious Tapas and Desserts",224,"San Jose, California",26may2019,31may2019
379012,20,4,"This restaurant has very good paella and tapas.  It’s a large place a bit noisy but with very high ceilings the noise is not oppressive.","Nice tapas large restaurant",44,"San Francisco, California",01may2019,30apr2019
379012,21,5,"We've going for years, love the ambiance, services, the drinks and food....the music a plus on weekends. We seat at the bar, Alberto's drinks are the best!!..and Humberto  very friendly too.  We go once a month or so...Pamela","love it!",4,"",15apr2019,30apr2019
379012,22,4,"Relaxing place in Mountain view, with a nice
atmosphere inside, and also tables outside.
The food is based on Latin American cuisine, with a good creativity for creating nice combinations with ingredients of quality.
Very friendly staff, moderate prices.
A very nice and relaxing experience!","Cool place in Mountain View",488,"Paris, France",14apr2019,30apr2019
379012,23,5,"We were warned to order to order the “small” size Paella and a variety of Tapas.....Wow!  we were stuffed and took left overs home.  The assorted Tapas platter is impressive with a variety of flavors, textures, and ingredients....no mystery items, all distinctive and prepared “ala minute”.....grilled artichoke hearts, chicken liver pate crostini with cranberry relish(?) and deviled egg (see pic) were my favs....The small seafood paella came to our table 20 minutes later....hot, just out of the oven.....not over cooked with tender prawns, calimari, clams and mussels....I don’t know a lot about traditional or contemporary tapas....but everything was good....The restaurant has both inside and outside dining (weather permitting) and lots of space heaters should sunset bring on a chill....The staff were personable, helpful, and provided timely service....","Good eats and good service....excellent Spanish cuisine.",44,"Berkeley, California",24mar2019,31mar2019
379012,24,5,"We started with the mushroom empanadas as we usually do. But, I'll swear, they tasted better than ever. YUM! We shared three other dishes that were all very good. Tried the Orange Margarita for the 1st time - what a delightful surprise. So tasty and refreshing. Cascal was packed with the Friday lunch crowd and the noise level was literally off-the-charts. Look forward to returning soon.","Always Fun & Delicious!",26,"Mountain View, California",24mar2019,31mar2019
379012,25,5,"We tried several items here and all were delicious. The customer service was 5 star - they took care of us like we were the only guest.","Brilliant food",3,"",23mar2019,31mar2019
379012,26,4,"Creative menu ans good service.  Outside area very nice.  Indoor area can be crowded and noisy.  Best for lunch or after work for meet up/cocktails.  Not our ""go to"" place.  We go about once a month.","Creative menu and good service.  Indoor area often crowded and noisy.",30,"",20mar2019,30jun2018
379012,27,5,"A great atmosphere for a fun time with friends of business. There is a great outdoor patio which is great when the weather is nice. Always get crowded so you must reserve in advance.","Fun atmosphere.",3,"Mountain View, California",26feb2019,28feb2019
379012,28,5,"Great service but even better food. Get the lamb chops, the Moroccan meat balls and the sizzling shrimp for sure. Everything else is up to your wishes but these three are must haves. ","Amazing",451,"Los Altos, California",20feb2019,28feb2019
379012,29,4,"Went with friends a couple times in the last few months; always crowded, noisy, and feels ""rushed"" if you go at Happy Hour or dinner time. Less stressful atmosphere during the day as you might expect.  Food is delicious (wide selection of tapas) but highly priced for what you get. Would go back for a ""special occasion"" and expect to spend about $150 (incl tax & tip) for 4 to eat well & enjoy a drink together. I think their prices are influenced a great deal by their location in (expensive) downtown Mountain View.","Excellent food, but high prices for what you get",16,"Mountain View, California",13feb2019,31dec2018
379012,30,5,"Went there with two of my friends after received a recommendation. This place is very nice and colourful. You will have to reserve beforehand. We've had drinks and food and everything was really good. There was a band playing near the entrance so it was very loud which was a little bit too much cause you couldn't talk to your friends.","Great atmosphere and food",57,"Sunnyvale, California",20jan2019,31jan2019
379012,31,3,"We were here early on a Friday night.
Noisy, very loud and packed at 6:30.
The plates were good but nothing special.
The seafood paella was good, but very heavy, small plate of grilled octopus was the best dish we had.
Vegetable small plates and paella, just ok.
Service was ok, did have to ask for utensils for one.
Restaurant AVERAGE at best!","Small Plates ",207,"Palo Alto, California",20jan2019,31jan2019
379012,32,4,"We came early on a Monday night, with reservations to beat the noise and crowd!!  We had the cerviche sampler trio-- octopus, white fish, and ahi tuna.  It was excellent, delicious and very fresh.  We also shared the lamb enchiladas tapas--- flavorful and well seasoned.  Finally we had the small paella cascal. It was cooked just right, rice was moist and flavorful.  Would not recommend the large, unless you have more than two people. So full, we did not order dessert.  Look forward to our next trip to Cascal.","Great Small Plates and Service!!",5,"San Jose, California",16jan2019,31aug2018
379012,33,5,"And yes, another year celebrating at Cascal the new year with awesome dinner and friends ‼️
The latin music band was great and the service was perfect. I hope next year to celebrate with them again. 
They had great champagne, we brought our own wine (they charged a decent fee to open the wine).
We ate ceviche, empanadas, paella, asado (bbq), flan. Great dinner my friends ‼️","Celebrating New Years eve at Cascal",38,"San Jose, California",05jan2019,31jan2019
379183,0,2,"My family were regulars here for brunch at the weekends, loved the breakfast options, outdoor seating, general buzz about the place. Unfortunately, their prices have skyrocketed recently and we won’t be regulars any more. $16 for a berry waffle, $16 for a small side plate size salad, gives you an idea.","Has become over-priced recently",8,"Menlo Park, California",03sep2019,31aug2019
379183,1,4,"I regularly stop by Borrone. It is in a good spot in the Valley to meet with acquaintances and friends, has everything from coffee to wine, makes honest sandwiches and baked goods - and has a great outside sitting area with a fountain. Please s free parking underneath. A winner. ","Regular spot for people watching",50,"San Carlos, California",25aug2019,31aug2019
379183,2,4,"Love the hot pastrami (on rye) or on baguette. Nice, informal atmosphere with many food choices. Great drinks, too.","Always good food and pleasant service.",5,"Menlo Park, California",07aug2019,31aug2019
379183,3,5,"Cafe Barrone has been a staple in Menlo Park for so many years, with consistently amazing coffee and just good, local food. This is a great place to go for brunch, lunch, dinner, a quick bite, dessert, you could really go here anytime. Love Borrone!","Consistently fabulous!",10,"Nashville, Tennessee",06aug2019,30jun2019
379183,4,5,"Great food at reasonable prices.  Seasonal specials like the Ham & Asparagus melt and Duck Pappardelle are fab.  Great atmosphere.  Always interesting art.","Consistently great for 20 years!",2,"Menlo Park, California",06aug2019,31jul2019
379183,5,3,"This is a busy spot. There is tons of outdoor seating but the view is not very exciting, basically just traffic. I ordered a mocha and was asked to wait for it at the bar, which was awkward as people were walking back and forth right next to me as I was just 'waiting'. I wish they would have offered to bring it to my table instead. The glass was full and hard to transport safely. It tasted amazing. I got the crostini as a snack and it took over 30 minutes for it to arrive. By that time, I was not feeling the vibe outside as there are few people watching opportunities unless you observe the other customers... I was sincerely hoping they forgot about my order and as I was getting ready to go cancel my order, the crostini arrived. It was burnt and extremely oily. Overall, a disappointment. I would go back to try something else but was expecting something a little more memorable based on reviews.","Disappointing",4,"Tallahassee, Florida",02jul2019,30jun2019
379183,6,4,"Great food and fun place to gather with friends over coffee, breakfast or a sweet treat. 
A family favorite.","Neighborhood hang out",6,"",21jun2019,30jun2019
379183,7,5,"Cafe Borrone is located next to a wonderful book store and offers wonderful sandwiches and salads. Outside sitting is spacious and their service outstanding. You order at the counter and be sure to try their custard. ","Wonderful Lunch Place",428,"Park City, Utah",05jun2019,30jun2019
379183,8,3,"Very nice cafe setup for inside or outside dining. Although breakfast is stated, there is very limited ""partial"" breakfast items (NO full filling breakfast place). Food is good; but the portions were small, and price just a bit high for the smaller portion. Tried once, but not ideal for a return.","Not a full breakfast place",83,"Fremont",23may2019,31may2019
379183,9,2,"Today was my 4th and final attempt with Cafe Borrone. Every time I go, I order a 16oz vanilla latte. I get something different every time, either the wrong size or flavor. Today, the barista made my drink iced instead of hot, then remade it in the wrong size. The lines are insane, the staff is snippy when informed of mistakes, and the quality is good enough to go back. ","I gave it a shot",44,"Belmont, California",20may2019,31may2019
379183,10,4,"Cafe Barrone is the local gathering spot in Menlo Park.  The food, the beverages, are great  but it is a great spot for meeting up with friends, business connections, family in a casual atmosphere.  It is easy to find right on the El Camino Real in downtown Menlo Park and there usually is plenty of free parking in the underground garage.  There is plenty of seating outside so you can linger without feeling rushed.  Inside seating is plentiful except on a busy lunch hour it can get filled up.  We enjoy the patio and for nostalgia the Kepler's book store is right next door.","Great Meeting Place and the Food Is Good Too",7,"Menlo Park, California",16may2019,31may2019
379183,11,5,"Great food and casual environment. We have been coming to this wonderful family-owned restaurant for years and love it! ","A European-style cafe with inside/outside seating",8,"Menlo Park, California",29apr2019,30apr2019
379183,12,4,"Super nice staff. Lovely food well proportioned.  Quite pricey.  They make really good iced tea (not everyone does)  the location is the best in Menlo!!","People watching in Menlo ",17,"",26apr2019,30apr2019
379183,13,5,"We love the waffles with fresh fruit, so tasty. Sitting outside, people-watching and enjoying a patio setting is part of the enjoyment of Cafe Borrone.","Waffles",15,"",24apr2019,30apr2019
379183,14,5,"I eat here all the time.  A simple plate of scrambled eggs with a choice different seasonings. I like paying for food I will eat rather then the wasted over seasoned potato something and cold toast which is what you will get at other breakfast stops. My daughter and I eat quiche here many times. The slices are large and with a small salad. We manage to share it and be satisfied, a bit pricey though. We have had the french toast, also a little pricey but very, very delicious. My daughter loves the banana pancakes, however, they only come in one size and it ends up being too much food. The coffee is usually good, they make good foam. The salads are just ok, the sandwiches are just ok too.  ","Love Love Love",3,"Redwood City, California",14apr2019,30apr2019
379183,15,5,"Great food, great atmosphere. The staff was friendly. There frosted mocha is one of a kind. It does get busy and line gets long but staff are fast and it is worth the wait.","Great Food!!",3,"Salem, Oregon",02apr2019,30apr2019
379183,16,5,"Indoor /outdoor Cafe with a casual business vibe.Food consistently good; servings ample and attractively presented. Healthy options available. Free underground parking.  Cafe is adjacent to an excellent independent bookstore, which is an added plus.","A Great Place to Meet",10,"Menlo Park, California",31mar2019,31mar2019
379183,17,5,"Large crowd, friendly, kind and helpful.  Love their salads and sandwiches.  This place is really nice on a sunny day due to outdoor seating. Underground parking is available with no cost.","Salads....yummy",3,"Sedona, Arizona",27mar2019,31mar2019
379183,18,4,"I had the fish sandwich, which was imbedded with Cole slaw. But the sandwich was impossible to eat; it kept falling apart. So I separated the contents from the bun and ate it with a fork. That was a less than impressive dining experience. Fish sandwich that did not work well was $16 (March 2019). 

My friend had an egg scramble, which she said was OK. But she has been to Café Borrone many times and loves their food. 

Noise level was loud. Some will like that. Others who are elderly or have hearing deficiencies might not. 

Employees were excellent. Friendly. Kind. Helpful. Young. 

Parking is free underground in a large structure on Santa Cruz Ave. If you are driving on El Camino from Palo Alto, turn right immediately after Café Borrone on Santa Cruz. The underground structure is immediately to the right. And it is free, but with a 2-hour limit. 

Outdoor seating is plentiful.","Good reputation, large crowd, but the sandwich fell apart",343,"Sunnyvale, California",09mar2019,31mar2019
379183,19,4,"Love this place for breakfast or brunch especially for a nice sunny day. Great egg dishes, waffles, pastries,soups and sandwiches, hot drinks or even a glass of wine. Lines can be long especially if the weather is nice. Order at the counter and food come to your table. ","On a nice sunny day this place is perfect ",55,"San Francisco, California",22jan2019,31jan2019
379184,0,5,"We celebrated our daughter's birthday here last Saturday night. Hadn't been to Flea Street in a number of years and we certainly were not disappointed. Everything was delicious and our server, Donna, did a terrific job. Also, we could actually talk without having to shout. I look forward to dining there again.","Perfect Birthday Celebration!",26,"Mountain View, California",03sep2019,31aug2019
379184,1,5,"For us this is a special occasion dining experience. Every aspect is first class - service, menu choices and wine list. Emphasis is on local sourcing, organic and sustainability. We shared our first two dishes - crispy sardines (yum), followed by a farm salad with figs and tiny heirloom tomatoes. Sharing plates and serving spoons and forks were provided without extra charge. For our main course we ordered the king salmon and gnocchi. Clean sharing plates appeared. Both dishes were excellent. We were pretty full by the end, but managed to save a little space for a delicious peach galette. If you have a special birthday or anniversary ... or just want to treat yourself to a wonderful dining experience, try Flea Street. Reservations recommended.","Fine dining in a casual atmosphere",182,"Cupertino, California",01sep2019,31aug2019
379184,2,5,"The dining room better than grandma's. Starting with genuine welcome, layout, table services, food choice and the staff.

The menus is very nicely organized and comfortable to choose from, staff help with dinning decision and the respectable wine list (fairly priced) the ambiance is excellent.

The combination of location, layout, staff, food, drinks and the clientele makes this place excellent.

Try any appetizers, salad, main dishes and desert, wash down with excellent wine choices for excellent dinning experience.

I plan to dine there again and again.","The right place to fine dinning",145,"San Francisco, California",18aug2019,31aug2019
379184,3,4,"I went here with a group of friends for a birthday dinner.  The food was exquisite and the atmosphere was great. I ordered the vegetarian Moroccan stew which was great and we had oysters to start.  The inside seems for the for the older folks and the patio more for the younger folks.  They also had a great wine list.","Great food and beautiful atmosphere",37,"Lincoln, Vermont",23jul2019,31jul2019
379184,4,5,"Eating at Flea Street Cafe is always a treat. Food is sourced locally and is always fresh and delicious. The wait staff is friendly and knowledgeable about what is being served. They also know how to pair their wines. It's a great place for date night, special occasion and entertaining visitors from out of town.","Local food at a local restaurant",10,"",23jun2019,28feb2019
379184,5,4,"Fresh produce, local.  Really good service.  4 stars mainly because the menu doesn't change much.
Drinks are really good, fabulous service and the atmosphere is cozy.  I frequent this place and it's definitely a hub for locals, although it is expensive.","High quality",2,"",24apr2019,30apr2019
